,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NP_Stweep_mic1_Normalized_FR,100.000,106.000,112.000,118.000,125.000,132.000,140.000,150.000,160.000,170.000,180.000,190.000,200.000,212.000,224.000,236.000,250.000,265.000,280.000,300.000,315.000,335.000,355.000,375.000,400.000,425.000,450.000,475.000,500.000,530.000,560.000,600.000,630.000,670.000,710.000,750.000,800.000,850.000,900.000,950.000,1000.000,1060.000,1120.000,1180.000,1250.000,1320.000,1400.000,1500.000,1600.000,1700.000,1800.000,1900.000,2000.000,2120.000,2240.000,2360.000,2500.000,2650.000,2800.000,3000.000,3150.000,3350.000,3550.000,3750.000,4000.000,4250.000,4500.000,4750.000,5000.000,5300.000,5600.000,6000.000,6300.000,6700.000,7100.000,7500.000,8000.000,8500.000,9000.000,9500.000,10000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. 1,-0.843819,-0.784828,-0.729436,-0.683735,-0.63348,-0.590191,-0.545989,-0.495944,-0.454115,-0.416898,-0.383259,-0.356668,-0.332345,-0.304265,-0.283376,-0.261984,-0.245818,-0.225662,-0.208183,-0.18983,-0.175963,-0.162157,-0.146621,-0.143124,-0.129613,-0.123169,-0.106583,-0.088623,-0.107672,-0.161202,0.020408,-0.087299,-0.069103,-0.042857,-0.03199,-0.033736,-0.021545,-0.011768,-0.006645,-0.006511,0,0.054687,0.051024,0.053834,0.03268,0.088288,-0.042449,0.070651,0.091191,0.110534,0.14696,0.170416,0.177396,0.212931,0.222444,0.278783,0.343142,0.38194,0.420785,0.455558,0.570746,0.582672,0.697592,0.810405,0.914582,1.011496,1.143984,1.281709,1.448876,1.620539,1.838331,2.094504,2.388837,2.590614,2.956625,3.378534,3.882691,4.224314,4.924687,5.55825,6.222831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. 2,-0.84009,-0.781741,-0.728179,-0.680037,-0.62926,-0.586914,-0.5429,-0.495375,-0.453446,-0.415897,-0.384133,-0.354465,-0.326843,-0.301621,-0.28026,-0.260328,-0.240172,-0.221255,-0.205309,-0.18669,-0.175585,-0.158805,-0.148995,-0.140787,-0.129319,-0.117699,-0.103132,-0.0861,-0.106595,-0.17016,0.030031,-0.068405,-0.079215,-0.039564,-0.032168,-0.032814,-0.02194,-0.010066,-0.004662,-0.005911,0,0.057176,0.063559,0.064747,0.018562,0.094337,-0.046662,0.071064,0.094168,0.108677,0.145263,0.172684,0.177469,0.211572,0.214786,0.267534,0.350302,0.386266,0.415714,0.451346,0.56345,0.57947,0.694407,0.801023,0.904851,1.00197,1.131651,1.269016,1.434474,1.602103,1.816538,2.06903,2.360827,2.557603,2.914301,3.335577,3.830537,4.163103,4.856115,5.477535,6.127425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. 3,-0.845331,-0.785021,-0.732599,-0.684054,-0.635269,-0.591844,-0.54659,-0.496863,-0.456838,-0.419427,-0.388323,-0.357661,-0.33277,-0.304596,-0.286024,-0.266875,-0.246268,-0.228724,-0.21163,-0.192521,-0.179152,-0.165665,-0.151883,-0.142933,-0.129027,-0.121136,-0.109922,-0.094909,-0.102232,-0.1383,-0.039408,-0.041724,-0.064553,-0.045707,-0.038456,-0.035954,-0.024878,-0.018623,-0.012082,-0.007152,0,0.035362,0.03598,0.035278,0.049519,0.055512,0.03972,0.068569,0.08442,0.11201,0.139942,0.165151,0.170877,0.198477,0.233366,0.254173,0.301054,0.382848,0.40196,0.462263,0.535523,0.598569,0.690324,0.783933,0.896126,0.996212,1.129796,1.264658,1.428449,1.596565,1.81606,2.067195,2.359304,2.554506,2.914097,3.335011,3.828002,4.163534,4.859208,5.48082,6.136376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. 4,-0.849082,-0.788335,-0.735884,-0.688928,-0.637969,-0.594366,-0.548351,-0.499966,-0.457266,-0.418626,-0.386531,-0.357038,-0.332072,-0.305973,-0.283132,-0.264054,-0.247355,-0.224907,-0.207886,-0.188521,-0.179409,-0.160741,-0.152511,-0.14004,-0.130612,-0.118295,-0.104092,-0.090653,-0.108179,-0.158103,0.017245,-0.091879,-0.05048,-0.046795,-0.033592,-0.030339,-0.021809,-0.013118,-0.007797,-0.007084,0,0.059844,0.056719,0.052235,0.019208,0.105818,-0.02974,0.069547,0.090078,0.11142,0.146909,0.173934,0.171869,0.214507,0.178825,0.319353,0.341476,0.376858,0.418796,0.455624,0.562295,0.578009,0.693949,0.802017,0.906192,1.003538,1.132064,1.271134,1.43562,1.604534,1.819825,2.072217,2.362716,2.56063,2.920078,3.339271,3.835442,4.169813,4.862239,5.483825,6.138017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. 5,-0.85728,-0.793903,-0.74182,-0.691275,-0.639606,-0.596732,-0.552517,-0.505147,-0.462732,-0.424526,-0.392047,-0.362483,-0.337006,-0.309868,-0.287612,-0.265608,-0.249961,-0.228559,-0.21335,-0.192384,-0.18436,-0.166063,-0.158105,-0.144528,-0.132977,-0.121767,-0.110322,-0.095772,-0.104563,-0.143599,-0.037223,-0.034814,-0.07291,-0.047172,-0.041064,-0.037371,-0.026012,-0.020501,-0.011587,-0.00995,0,0.031893,0.03837,0.061975,0.033521,0.056661,0.035335,0.061757,0.086785,0.113911,0.140635,0.166892,0.17206,0.206172,0.215996,0.2412,0.320968,0.34928,0.397402,0.461906,0.530095,0.596238,0.689524,0.780522,0.892483,0.993396,1.121747,1.259328,1.42068,1.585974,1.805682,2.054823,2.34388,2.53674,2.896223,3.315099,3.803835,4.13448,4.824035,5.4376,6.092458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. 6,-0.850244,-0.790216,-0.737756,-0.689677,-0.640368,-0.596369,-0.550239,-0.501688,-0.46128,-0.423951,-0.39023,-0.360948,-0.334816,-0.307553,-0.287756,-0.26682,-0.246842,-0.229174,-0.21197,-0.192079,-0.179945,-0.16646,-0.153,-0.145441,-0.131205,-0.120631,-0.110931,-0.093288,-0.10284,-0.14676,-0.030704,-0.019357,-0.082157,-0.050577,-0.038579,-0.03752,-0.024242,-0.018673,-0.014594,0.002323,0,0.043692,0.051117,0.044916,0.028638,0.058096,0.038911,0.070479,0.08982,0.109846,0.141957,0.170623,0.164329,0.167179,0.276631,0.268278,0.306851,0.361716,0.396641,0.473448,0.513695,0.602664,0.687497,0.779532,0.893184,0.99265,1.122247,1.25723,1.419622,1.587414,1.803818,2.053195,2.342904,2.535077,2.892848,3.309757,3.798479,4.130874,4.816899,5.434367,6.080806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. 7,-0.837002,-0.778797,-0.725645,-0.678409,-0.628787,-0.584934,-0.542508,-0.494165,-0.450989,-0.414074,-0.381464,-0.352231,-0.32606,-0.298012,-0.28218,-0.260964,-0.240526,-0.22174,-0.205172,-0.185937,-0.174082,-0.159052,-0.147913,-0.136661,-0.127179,-0.11571,-0.095041,-0.08285,-0.121987,-0.249945,0.234712,-0.104823,-0.069584,-0.029613,-0.038086,-0.032056,-0.022126,-0.013334,-0.005567,-0.0077,0,0.060172,0.062838,0.064572,0.0177,0.093417,-0.04362,0.069038,0.0934,0.110616,0.14666,0.171895,0.171025,0.208285,0.219517,0.26256,0.334935,0.375262,0.415675,0.451477,0.565118,0.576146,0.690797,0.800424,0.905288,1.003504,1.132606,1.270757,1.432844,1.60375,1.817318,2.070781,2.362042,2.560062,2.92053,3.339145,3.837169,4.172149,4.863914,5.487355,6.138593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. 8,-0.827039,-0.767308,-0.713747,-0.665604,-0.615587,-0.572677,-0.526065,-0.479105,-0.438811,-0.40126,-0.368959,-0.340301,-0.314638,-0.287733,-0.268197,-0.249561,-0.227052,-0.210711,-0.192666,-0.174175,-0.16122,-0.146678,-0.137698,-0.123957,-0.113514,-0.104556,-0.09101,-0.069397,-0.092173,-0.159267,0.040648,-0.050792,-0.079479,-0.03463,-0.016844,-0.02017,-0.009735,-0.00283,0.006275,0.00961,0,0.073676,0.077658,0.074759,0.025854,0.107923,-0.031574,0.082163,0.106569,0.120331,0.157493,0.18591,0.18595,0.198819,0.251939,0.285132,0.336148,0.392226,0.426046,0.470729,0.569985,0.59566,0.700685,0.812629,0.918215,1.013249,1.143955,1.28,1.446271,1.614138,1.829091,2.081572,2.374353,2.570114,2.928063,3.348451,3.845328,4.175989,4.871939,5.489714,6.143147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. 9,-0.835556,-0.776653,-0.721285,-0.677929,-0.627125,-0.583428,-0.538833,-0.489904,-0.449357,-0.410976,-0.381459,-0.352175,-0.32651,-0.297528,-0.279104,-0.257463,-0.240528,-0.217697,-0.203804,-0.184362,-0.171585,-0.156301,-0.145526,-0.133146,-0.125462,-0.115246,-0.095918,-0.080272,-0.117329,-0.243446,0.289913,-0.122787,-0.055816,-0.030315,-0.029643,-0.028792,-0.020572,-0.011928,-0.005223,-0.006412,0,0.060577,0.059035,0.072857,0.020174,0.094645,-0.048464,0.071286,0.093473,0.112089,0.144449,0.168559,0.175828,0.211715,0.218425,0.263559,0.327787,0.370919,0.414143,0.449061,0.561707,0.574389,0.68547,0.797773,0.900956,0.995891,1.124272,1.26064,1.424723,1.592453,1.805973,2.058184,2.348557,2.542154,2.897965,3.315125,3.808679,4.13502,4.827067,5.43867,6.090441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
